KJV,Gen,Gen.1,1,CHAPTER 1.
KJV,Gen,Gen.2,2,CHAPTER 2.
KJV,Gen,Gen.3,3,CHAPTER 3.
KJV,Gen,Gen.4,4,CHAPTER 4.
KJV,Gen,Gen.5,5,CHAPTER 5.
KJV,Gen,Gen.6,6,CHAPTER 6.
KJV,Gen,Gen.7,7,CHAPTER 7.
KJV,Gen,Gen.8,8,CHAPTER 8.
KJV,Gen,Gen.9,9,CHAPTER 9.
KJV,Gen,Gen.10,10,CHAPTER 10.
KJV,Gen,Gen.11,11,CHAPTER 11.
KJV,Gen,Gen.12,12,CHAPTER 12.
KJV,Gen,Gen.13,13,CHAPTER 13.
KJV,Gen,Gen.14,14,CHAPTER 14.
KJV,Gen,Gen.15,15,CHAPTER 15.
KJV,Gen,Gen.16,16,CHAPTER 16.
KJV,Gen,Gen.17,17,CHAPTER 17.
KJV,Gen,Gen.18,18,CHAPTER 18.
KJV,Gen,Gen.19,19,CHAPTER 19.
KJV,Gen,Gen.20,20,CHAPTER 20.
KJV,Gen,Gen.21,21,CHAPTER 21.
KJV,Gen,Gen.22,22,CHAPTER 22.
KJV,Gen,Gen.23,23,CHAPTER 23.
KJV,Gen,Gen.24,24,CHAPTER 24.
KJV,Gen,Gen.25,25,CHAPTER 25.
KJV,Gen,Gen.26,26,CHAPTER 26.
KJV,Gen,Gen.27,27,CHAPTER 27.
KJV,Gen,Gen.28,28,CHAPTER 28.
KJV,Gen,Gen.29,29,CHAPTER 29.
KJV,Gen,Gen.30,30,CHAPTER 30.
KJV,Gen,Gen.31,31,CHAPTER 31.
KJV,Gen,Gen.32,32,CHAPTER 32.
KJV,Gen,Gen.33,33,CHAPTER 33.
KJV,Gen,Gen.34,34,CHAPTER 34.
KJV,Gen,Gen.35,35,CHAPTER 35.
KJV,Gen,Gen.36,36,CHAPTER 36.
KJV,Gen,Gen.37,37,CHAPTER 37.
KJV,Gen,Gen.38,38,CHAPTER 38.
KJV,Gen,Gen.39,39,CHAPTER 39.
KJV,Gen,Gen.40,40,CHAPTER 40.
KJV,Gen,Gen.41,41,CHAPTER 41.
KJV,Gen,Gen.42,42,CHAPTER 42.
KJV,Gen,Gen.43,43,CHAPTER 43.
KJV,Gen,Gen.44,44,CHAPTER 44.
KJV,Gen,Gen.45,45,CHAPTER 45.
KJV,Gen,Gen.46,46,CHAPTER 46.
KJV,Gen,Gen.47,47,CHAPTER 47.
KJV,Gen,Gen.48,48,CHAPTER 48.
KJV,Gen,Gen.49,49,CHAPTER 49.
KJV,Gen,Gen.50,50,CHAPTER 50.
KJV,Exod,Exod.1,1,CHAPTER 1.
KJV,Exod,Exod.2,2,CHAPTER 2.
KJV,Exod,Exod.3,3,CHAPTER 3.
KJV,Exod,Exod.4,4,CHAPTER 4.
KJV,Exod,Exod.5,5,CHAPTER 5.
KJV,Exod,Exod.6,6,CHAPTER 6.
KJV,Exod,Exod.7,7,CHAPTER 7.
KJV,Exod,Exod.8,8,CHAPTER 8.
KJV,Exod,Exod.9,9,CHAPTER 9.
KJV,Exod,Exod.10,10,CHAPTER 10.
KJV,Exod,Exod.11,11,CHAPTER 11.
KJV,Exod,Exod.12,12,CHAPTER 12.
KJV,Exod,Exod.13,13,CHAPTER 13.
KJV,Exod,Exod.14,14,CHAPTER 14.
KJV,Exod,Exod.15,15,CHAPTER 15.
KJV,Exod,Exod.16,16,CHAPTER 16.
KJV,Exod,Exod.17,17,CHAPTER 17.
KJV,Exod,Exod.18,18,CHAPTER 18.
KJV,Exod,Exod.19,19,CHAPTER 19.
KJV,Exod,Exod.20,20,CHAPTER 20.
KJV,Exod,Exod.21,21,CHAPTER 21.
KJV,Exod,Exod.22,22,CHAPTER 22.
KJV,Exod,Exod.23,23,CHAPTER 23.
KJV,Exod,Exod.24,24,CHAPTER 24.
KJV,Exod,Exod.25,25,CHAPTER 25.
KJV,Exod,Exod.26,26,CHAPTER 26.
KJV,Exod,Exod.27,27,CHAPTER 27.
KJV,Exod,Exod.28,28,CHAPTER 28.
KJV,Exod,Exod.29,29,CHAPTER 29.
KJV,Exod,Exod.30,30,CHAPTER 30.
KJV,Exod,Exod.31,31,CHAPTER 31.
KJV,Exod,Exod.32,32,CHAPTER 32.
KJV,Exod,Exod.33,33,CHAPTER 33.
KJV,Exod,Exod.34,34,CHAPTER 34.
KJV,Exod,Exod.35,35,CHAPTER 35.
KJV,Exod,Exod.36,36,CHAPTER 36.
KJV,Exod,Exod.37,37,CHAPTER 37.
KJV,Exod,Exod.38,38,CHAPTER 38.
KJV,Exod,Exod.39,39,CHAPTER 39.
KJV,Exod,Exod.40,40,CHAPTER 40.
KJV,Lev,Lev.1,1,CHAPTER 1.
KJV,Lev,Lev.2,2,CHAPTER 2.
KJV,Lev,Lev.3,3,CHAPTER 3.
KJV,Lev,Lev.4,4,CHAPTER 4.
KJV,Lev,Lev.5,5,CHAPTER 5.
KJV,Lev,Lev.6,6,CHAPTER 6.
KJV,Lev,Lev.7,7,CHAPTER 7.
KJV,Lev,Lev.8,8,CHAPTER 8.
KJV,Lev,Lev.9,9,CHAPTER 9.
KJV,Lev,Lev.10,10,CHAPTER 10.
KJV,Lev,Lev.11,11,CHAPTER 11.
KJV,Lev,Lev.12,12,CHAPTER 12.
KJV,Lev,Lev.13,13,CHAPTER 13.
KJV,Lev,Lev.14,14,CHAPTER 14.
KJV,Lev,Lev.15,15,CHAPTER 15.
KJV,Lev,Lev.16,16,CHAPTER 16.
KJV,Lev,Lev.17,17,CHAPTER 17.
KJV,Lev,Lev.18,18,CHAPTER 18.
KJV,Lev,Lev.19,19,CHAPTER 19.
KJV,Lev,Lev.20,20,CHAPTER 20.
KJV,Lev,Lev.21,21,CHAPTER 21.
KJV,Lev,Lev.22,22,CHAPTER 22.
KJV,Lev,Lev.23,23,CHAPTER 23.
KJV,Lev,Lev.24,24,CHAPTER 24.
KJV,Lev,Lev.25,25,CHAPTER 25.
KJV,Lev,Lev.26,26,CHAPTER 26.
KJV,Lev,Lev.27,27,CHAPTER 27.
KJV,Num,Num.1,1,CHAPTER 1.
KJV,Num,Num.2,2,CHAPTER 2.
KJV,Num,Num.3,3,CHAPTER 3.
KJV,Num,Num.4,4,CHAPTER 4.
KJV,Num,Num.5,5,CHAPTER 5.
KJV,Num,Num.6,6,CHAPTER 6.
KJV,Num,Num.7,7,CHAPTER 7.
KJV,Num,Num.8,8,CHAPTER 8.
KJV,Num,Num.9,9,CHAPTER 9.
KJV,Num,Num.10,10,CHAPTER 10.
KJV,Num,Num.11,11,CHAPTER 11.
KJV,Num,Num.12,12,CHAPTER 12.
KJV,Num,Num.13,13,CHAPTER 13.
KJV,Num,Num.14,14,CHAPTER 14.
KJV,Num,Num.15,15,CHAPTER 15.
KJV,Num,Num.16,16,CHAPTER 16.
KJV,Num,Num.17,17,CHAPTER 17.
KJV,Num,Num.18,18,CHAPTER 18.
KJV,Num,Num.19,19,CHAPTER 19.
KJV,Num,Num.20,20,CHAPTER 20.
KJV,Num,Num.21,21,CHAPTER 21.
KJV,Num,Num.22,22,CHAPTER 22.
KJV,Num,Num.23,23,CHAPTER 23.
KJV,Num,Num.24,24,CHAPTER 24.
KJV,Num,Num.25,25,CHAPTER 25.
KJV,Num,Num.26,26,CHAPTER 26.
KJV,Num,Num.27,27,CHAPTER 27.
KJV,Num,Num.28,28,CHAPTER 28.
KJV,Num,Num.29,29,CHAPTER 29.
KJV,Num,Num.30,30,CHAPTER 30.
KJV,Num,Num.31,31,CHAPTER 31.
KJV,Num,Num.32,32,CHAPTER 32.
KJV,Num,Num.33,33,CHAPTER 33.
KJV,Num,Num.34,34,CHAPTER 34.
KJV,Num,Num.35,35,CHAPTER 35.
KJV,Num,Num.36,36,CHAPTER 36.
KJV,Deut,Deut.1,1,CHAPTER 1.
KJV,Deut,Deut.2,2,CHAPTER 2.
KJV,Deut,Deut.3,3,CHAPTER 3.
KJV,Deut,Deut.4,4,CHAPTER 4.
KJV,Deut,Deut.5,5,CHAPTER 5.
KJV,Deut,Deut.6,6,CHAPTER 6.
KJV,Deut,Deut.7,7,CHAPTER 7.
KJV,Deut,Deut.8,8,CHAPTER 8.
KJV,Deut,Deut.9,9,CHAPTER 9.
KJV,Deut,Deut.10,10,CHAPTER 10.
KJV,Deut,Deut.11,11,CHAPTER 11.
KJV,Deut,Deut.12,12,CHAPTER 12.
KJV,Deut,Deut.13,13,CHAPTER 13.
KJV,Deut,Deut.14,14,CHAPTER 14.
KJV,Deut,Deut.15,15,CHAPTER 15.
KJV,Deut,Deut.16,16,CHAPTER 16.
KJV,Deut,Deut.17,17,CHAPTER 17.
KJV,Deut,Deut.18,18,CHAPTER 18.
